"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","Probable Pitcher","Batting Order"
"35186-79212","C","Andrew","Andrew Knapp","Knapp","2.6888889736599393","18","2100","PHI@STL","PHI","STL","","","","",""
"35186-85477","OF","Isaac","Isaac Galloway","Galloway","3.9","15","2100","MIA@CHC","MIA","CHC","","","","",""
"35186-38595","C","Blake","Blake Swihart","Swihart","5.4000000726609","21","2100","ARI@TAM","ARI","TAM","","","","","0"
"35186-6005","OF","Matt","Matt Joyce","Joyce","3.9720001220703125","25","2100","ATL@LOS","ATL","LOS","","","","",""
"35186-13201","C","Jesus","Jesus Sucre","Sucre","3.814285641624814","21","2100","BOS@BAL","BAL","BOS","","","","","0"
"35186-68547","OF","Tyler","Tyler O'Neill","O'Neill","3.5619049072265625","21","2100","PHI@STL","STL","PHI","","","","",""
"35186-80836","SS","Tzu-Wei","Tzu-Wei Lin","Lin","3.315384498009315","13","2100","BOS@BAL","BOS","BAL","IL","Knee","","","0"
"35186-80852","2B","Ildemaro","Ildemaro Vargas","Vargas","3.972727342085405","22","2100","ARI@TAM","ARI","TAM","","","","","9"
"35186-52193","OF","Nick","Nick Williams","Williams","2.4499999455043246","28","2100","PHI@STL","PHI","STL","","","","",""
"35186-79884","OF","Anthony","Anthony Santander","Santander","27.899999618530273","1","2000","BOS@BAL","BAL","BOS","","","","","0"
"35186-81951","C","Taylor","Taylor Davis","Davis","8.850000381469727","4","2000","MIA@CHC","CHC","MIA","","","","","0"
"35186-38952","OF","Alex","Alex Dickerson","Dickerson","1","3","2000","NYM@SDP","SDP","NYM","","","","",""
"35186-58431","OF","Terrance","Terrance Gore","Gore","5.913333129882813","15","2000","KAN@HOU","KAN","HOU","","","","","0"
"35186-13394","SS","Tyler","Tyler Saladino","Saladino","0","2","2000","WAS@MIL","MIL","WAS","","","","","0"
"35186-82021","C","Tomas","Tomas Nido","Nido","3.25","6","2000","NYM@SDP","NYM","SDP","","","","",""
"35186-21618","C","Rocky","Rocky Gale","Gale","2.299999952316284","4","2000","ATL@LOS","LOS","ATL","","","","",""
"35186-13436","C","Max","Max Stassi","Stassi","4.236363497647372","11","2000","KAN@HOU","HOU","KAN","","","","",""
"35186-81046","OF","Garrett","Garrett Cooper","Cooper","0.75","4","2000","MIA@CHC","MIA","CHC","IL","Hand","","",""
"35186-13473","C","Caleb","Caleb Joseph","Joseph","2.822222179836697","9","2000","ARI@TAM","ARI","TAM","","","","","0"
"35186-13520","SS","Phil","Phil Gosselin","Gosselin","5.033333460489909","12","2000","PHI@STL","PHI","STL","","","","",""
"35186-83164","OF","Jake","Jake Cave","Cave","3.5500000544956754","14","2000","MIN@TOR","MIN","TOR","","","","","0"
"35186-60649","OF","Alex","Alex Jackson","Jackson","1","3","2000","ATL@LOS","ATL","LOS","","","","",""
"35186-60652","3B","Christian","Christian Arroyo","Arroyo","3.1666666666666665","6","2000","ARI@TAM","TAM","ARI","","","","","0"
"35186-5366","2B","Dustin","Dustin Pedroia","Pedroia","2.616666634877523","6","2000","BOS@BAL","BOS","BAL","IL","Knee","","","0"
"35186-83191","C","Austin","Austin Wynns","Wynns","1","3","2000","BOS@BAL","BAL","BOS","","","","","0"
"35186-38136","SS","Addison","Addison Russell","Russell","6.756923264723557","130","2000","MIA@CHC","CHC","MIA","","","","","0"
"35186-85250","OF","Frank","Frank Schwindel","Schwindel","0.5","6","2000","KAN@HOU","KAN","HOU","","","","","0"
"35186-13575","2B","Jose","Jose Pirela","Pirela","0","2","2000","NYM@SDP","SDP","NYM","IL","Oblique","","",""
"35186-79113","C","Francisco","Francisco Mejia","Mejia","3.8176471485811123","17","2000","NYM@SDP","SDP","NYM","","","","",""
"35186-79127","OF","Derek","Derek Fisher","Fisher","0","2","2000","KAN@HOU","HOU","KAN","","","","",""
"35186-38196","1B","Jake","Jake Lamb","Lamb","6.840000152587891","5","2000","ARI@TAM","ARI","TAM","IL","Quadriceps","","","0"
"35186-21815","OF","Socrates","Socrates Brito","Brito","3.3333333333333335","15","2000","MIN@TOR","TOR","MIN","","","","","0"
"35186-79176","SS","JT","JT Riddle","Riddle","3.5399998982747394","15","2000","MIA@CHC","MIA","CHC","IL","Back","","",""
"35186-82251","OF","Tim","Tim Locastro","Locastro","5","11","2000","ARI@TAM","ARI","TAM","","","","","1"
"35186-38223","OF","Travis","Travis Jankowski","Jankowski","7.021367521367521","117","2000","NYM@SDP","SDP","NYM","IL","Wrist","","",""
"35186-79204","SS","Richie","Richie Martin","Martin","3.903448170629041","29","2000","BOS@BAL","BAL","BOS","","","","","9"
"35186-13685","2B","Brock","Brock Holt","Holt","2.5833333333333335","6","2000","BOS@BAL","BOS","BAL","IL","Shoulder","","","0"
"35186-79222","OF","Dylan","Dylan Cozens","Cozens","0","1","2000","PHI@STL","PHI","STL","","","","",""
"35186-79225","2B","Luis","Luis Urias","Urias","2.7636363289572974","11","2000","NYM@SDP","SDP","NYM","","","","",""
"35186-79236","OF","Drew","Drew Jackson","Jackson","1","3","2000","ATL@LOS","LOS","ATL","","","","",""
"35186-79271","SS","Richard","Richard Urena","Urena","4.400000138716265","11","2000","MIN@TOR","TOR","MIN","","","","","0"
"35186-79272","2B","Lourdes","Lourdes Gurriel Jr.","Gurriel Jr.","6.3000001173753","13","2000","MIN@TOR","TOR","MIN","","","","","0"
"35186-79279","OF","Andrew","Andrew Stevenson","Stevenson","3.450000047683716","8","2000","WAS@MIL","WAS","MIL","","","","",""
"35186-101820","1B","Matt","Matt Beaty","Beaty","3.1666666666666665","3","2000","ATL@LOS","LOS","ATL","","","","",""
"35186-84434","3B","Mitch","Mitch Walding","Walding","0","2","2000","PHI@STL","PHI","STL","","","","",""
"35186-101844","OF","Lane","Lane Thomas","Thomas","6.742857251848493","7","2000","PHI@STL","STL","PHI","","","","",""
"35186-96742","C","Nick","Nick Ciuffo","Ciuffo","0","1","2000","ARI@TAM","TAM","ARI","","","","","0"
"35186-52713","OF","Peter","Peter O'Brien","O'Brien","5.109090978449041","11","2000","MIA@CHC","MIA","CHC","","","","",""
"35186-96764","OF","Jonathan","Jonathan Davis","Davis","2.5799999237060547","20","2000","MIN@TOR","TOR","MIN","","","","","0"
"35186-38411","2B","Alen","Alen Hanson","Hanson","3.8333333333333335","18","2000","MIN@TOR","TOR","MIN","","","","","0"
"35186-101910","1B","Connor","Connor Joe","Joe","1.149999976158142","8","2000","ATL@LOS","LOS","ATL","","","","",""
"35186-72261","OF","Guillermo","Guillermo Heredia","Heredia","4.136842024953742","19","2000","ARI@TAM","TAM","ARI","","","","","0"
"35186-13900","3B","Jedd","Jedd Gyorko","Gyorko","1.8833334181043837","18","2000","PHI@STL","STL","PHI","","","","",""
"35186-53837","3B","Marco","Marco Hernandez","Hernandez","0","0","2000","BOS@BAL","BOS","BAL","","","","","0"
"35186-21074","OF","Michael A.","Michael A. Taylor","Taylor","2.426666768391927","15","2000","WAS@MIL","WAS","MIL","DTD","Wrist","","",""
"35186-13917","OF","Juan","Juan Lagares","Lagares","5.137931034482759","29","2000","NYM@SDP","NYM","SDP","","","","",""
"35186-82536","OF","Cedric","Cedric Mullins","Mullins","4.245454614812678","22","2000","BOS@BAL","BAL","BOS","","","","","0"
"35186-81570","C","Cam","Cam Gallagher","Gallagher","3.1454544067382812","11","2000","KAN@HOU","KAN","HOU","","","","","0"
"35186-54952","OF","Aaron","Aaron Altherr","Altherr","0.8590908917513761","22","2000","PHI@STL","PHI","STL","","","","",""
"35186-82616","SS","Luis","Luis Guillorme","Guillorme","1.9636363983154297","11","2000","NYM@SDP","NYM","SDP","","","","",""
"35186-38599","OF","Lewis","Lewis Brinson","Brinson","3.7703704833984375","27","2000","MIA@CHC","MIA","CHC","","","","",""
"35186-17105","C","Sandy","Sandy Leon","Leon","3.8222223917643228","9","2000","BOS@BAL","BOS","BAL","","","","","0"
"35186-82646","OF","Justin","Justin Williams","Williams","0","1","2000","PHI@STL","STL","PHI","IL","Hand","","",""
"35186-17151","OF","Dalton","Dalton Pompey","Pompey","1.8","5","2000","MIN@TOR","TOR","MIN","IL","Concussion","","","0"
"35186-52995","C","Luke","Luke Maile","Maile","3.7571427481515065","14","2000","MIN@TOR","TOR","MIN","","","","","0"
"35186-13099","C","Travis","Travis d'Arnaud","d'Arnaud","2.5399999618530273","10","2000","ATL@LOS","LOS","ATL","","","","",""
"35186-103217","3B","Jake","Jake Noll","Noll","3.2","5","2000","WAS@MIL","WAS","MIL","","","","",""
"35186-54080","OF","Austin","Austin Dean","Dean","10.09999974568685","6","2000","MIA@CHC","MIA","CHC","","","","",""
"35186-68471","OF","Tony","Tony Kemp","Kemp","5.522222306993273","18","2000","KAN@HOU","HOU","KAN","","","","",""
"35186-68496","1B","Sam","Sam Travis","Travis","3","2","2000","BOS@BAL","BOS","BAL","","","","","0"
"35186-13209","C","Manny","Manny Pina","Pina","2.4157895539936267","19","2000","WAS@MIL","MIL","WAS","","","","","0"
"35186-68509","OF","Mark","Mark Zagunis","Zagunis","2.968421132940995","19","2000","MIA@CHC","CHC","MIA","","","","","0"
"35186-52156","OF","Rosell","Rosell Herrera","Herrera","3.743333435058594","30","2000","MIA@CHC","MIA","CHC","","","","",""
"35186-68554","SS","Andrew","Andrew Velazquez","Velazquez","2.584615267240084","13","2000","ARI@TAM","TAM","ARI","","","","","0"
"35186-81869","C","Chad","Chad Wallach","Wallach","4.807143075125558","14","2000","MIA@CHC","MIA","CHC","","","","",""
"35186-13266","C","Salvador","Salvador Perez","Perez","9.390697863674903","129","2000","KAN@HOU","KAN","HOU","IL","Elbow","","","0"
"35186-38867","2B","Devon","Devon Travis","Travis","7.516504972883799","103","2000","MIN@TOR","TOR","MIN","IL","Knee","","","0"
"35186-80855","2B","Adrian","Adrian Sanchez","Sanchez","1","3","2000","WAS@MIL","WAS","MIL","","","","",""
"35186-81883","C","David","David Freitas","Freitas","9.699999809265137","1","2000","WAS@MIL","MIL","WAS","","","","","0"
"35186-79851","OF","Drew","Drew Robinson","Robinson","1.2399999618530273","5","2000","PHI@STL","STL","PHI","","","","",""
"35186-68594","OF","Anthony","Anthony Alford","Alford","0","1","2000","MIN@TOR","TOR","MIN","","","","","0"
